DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,%PeaksIn,PTIScore,Freq 1,Freq 2,Freq 3,Freq 4,Freq 5,Freq 6,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Freq 13,Freq 14,Freq 15,Freq 16,Freq 17,Freq 18,Freq 19,Freq 20,Freq 21,Freq 22,Freq 23,Freq 24,Freq 25,Freq 26,Freq 27,Freq 28,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28
5,6393,44511946_1450,9/30/2021 19:56,25,2,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/30/21 10:22,TRUE,,GD,No Defect,Not Done,Pass,Green,Pass,Pass,Green,Pass,100_LVL (old),none,,,9,2015,Pass,,,2.178,2.301,3.028,3.135,3.165,3.325,3.398,4.081,4.222,4.294,4.377,4.736,5.08,5.21,5.548,6.018,6.078,6.261,6.651,6.963,7.181,8.327,8.409,5.139,5.714,3.766,6.161,11.417,2.178,0.076,0.012,-69.65,0.179,2.301,0.067,0.006,-128.383,0.356,3.028,0.023,0.007,-67.09,0.437,3.135,0.045,0.006,-134.295,0.496,3.165,0.036,0.006,-96.383,0.575,3.325,0.019,0.008,-67.455,0.423,3.398,0.01,0.008,-57.414,0.442,4.081,0.019,0.008,-67.872,0.501,4.222,0.012,0.006,-123.098,0.653,4.294,0.018,0.007,-87.182,0.584,4.377,0.018,0.007,-76.544,0.606,4.736,0.014,0.01,-55.624,0.474,5.08,0.031,0.008,-67.732,0.61,5.21,0.018,0.007,-58.47,0.7,5.548,0.055,0.006,-71.288,0.859,6.018,0.016,0.01,-46.602,0.618,6.078,0.012,0.009,-47.439,0.683,6.261,0.013,0.008,-81.73,0.794,6.651,0.005,0.008,-47.848,0.788,6.963,0.019,0.006,-47.05,1.173,7.181,0.121,0.01,-42.714,0.705,8.327,0.028,0.014,-21.089,0.579,8.409,0.027,0.014,-21.972,0.598,5.139,0.01,0.006,-142.234,0.812,5.714,0.015,0.013,-129.929,0.437,3.766,0.313,0.007,-83.109,0.517,6.161,0.012,0.007,-75.648,0.853,11.417,0.008,0.01,-35.592,1.14
101,6393,45525890_1450,5/9/2023 3:21,25.6,2,QPLog 10-1631 (16) rev18,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2015,Pass,,,2.175,2.298,3.033,3.14,3.168,3.331,3.404,4.083,4.224,4.298,4.381,4.742,5.087,5.216,5.551,6.023,6.083,6.266,6.657,6.989,7.19,8.338,8.418,5.142,5.706,3.769,6.152,11.414,2.175,0.047,0.006,-51.041,0.39,2.298,0.051,0.006,-57.262,0.413,3.033,0.219,0.012,-39.357,0.257,3.14,0.064,0.007,-251.771,0.467,3.168,0.284,0.005,-74.901,0.611,3.331,0.143,0.01,-75.855,0.329,3.404,0.061,0.015,-40.687,0.224,4.083,0.104,0.006,-127.049,0.657,4.224,0.068,0.006,-193.969,0.688,4.298,0.113,0.007,-100.939,0.659,4.381,0.121,0.007,-95.403,0.655,4.742,0.071,0.005,-95.347,0.889,5.087,0.149,0.012,-37.725,0.413,5.216,0.127,0.007,-55.5,0.719,5.551,0.042,0.005,-107.185,1.042,6.023,0.149,0.006,-126.829,0.93,6.083,0.126,0.005,-176.943,1.145,6.266,0.089,0.006,-130.3,1.052,6.657,0.018,0.007,-41.728,0.909,6.989,0.027,0.008,-61.59,0.829,7.19,0.118,0.008,-62.037,0.864,8.338,0.032,0.011,-31.626,0.776,8.418,0.031,0.012,-31.425,0.711,5.142,0.06,0.005,-210.346,1.121,5.706,0.01,0.007,-111.177,0.786,3.769,0.134,0.012,-41.88,0.323,6.152,0.031,0.005,-121.884,1.343,11.414,0.003,0.004,-14.666,3.015
29,6407,44905238_1450,6/10/2022 22:25,26,2,QPLog 10-1631 (16) rev8,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.185,2.318,3.045,3.148,3.178,3.337,3.405,4.088,4.236,4.306,4.389,4.747,5.101,5.225,5.57,6.042,6.099,6.311,6.694,6.988,7.215,8.367,8.443,5.154,5.721,3.783,6.161,11.455,2.185,0.077,0.004,-42.821,0.539,2.318,0.124,0.009,-43.075,0.263,3.045,0.018,0.005,-88.578,0.559,3.148,0.071,0.005,-174.747,0.58,3.178,0.026,0.006,-144.473,0.571,3.337,0.023,0.007,-88.989,0.51,3.405,0.011,0.007,-61.5,0.493,4.088,0.014,0.006,-109.327,0.736,4.236,0.015,0.006,-208.621,0.707,4.306,0.016,0.005,-127.707,0.818,4.389,0.027,0.006,-116.434,0.698,4.747,0.016,0.006,-75.601,0.752,5.101,0.035,0.006,-101.405,0.81,5.225,0.019,0.005,-107.565,1.088,5.57,0.011,0.005,-147.006,1.152,6.042,0.031,0.006,-161.529,1.049,6.099,0.023,0.006,-131.874,0.984,6.311,0.018,0.005,-174.297,1.158,6.694,0.006,0.007,-52.993,1.019,6.988,0.003,0.005,-56.161,1.342,7.215,0.028,0.007,-88.428,1.035,8.367,0.004,0.01,-31.588,0.846,8.443,0.054,0.009,-55.81,0.933,5.154,0.008,0.005,-201.752,1.142,5.721,0.012,0.006,-132.189,0.917,3.783,0.024,0.004,-127.327,0.94,6.161,0.006,0.005,-114.588,1.268,11.455,0.016,0.011,-21.707,1.089
90,6407,45456773_1450,3/31/2023 18:50,20.4,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,9,2015,Pass,,,2.159,2.314,3.027,3.141,3.165,3.327,3.405,4.077,4.225,4.3,4.391,4.749,5.099,5.213,5.561,6.03,6.089,6.262,6.66,6.972,7.205,8.342,8.44,5.161,5.705,3.775,6.146,11.43,2.159,0.008,0.004,-46.099,0.508,2.314,0.025,0.005,-8.263,0.485,3.027,0.209,0.006,-8.356,0.544,3.141,0.301,0.011,-45.493,0.281,3.165,0.037,0.009,-134.353,0.344,3.327,0.176,0.009,-57.318,0.373,3.405,0.164,0.01,-28.991,0.343,4.077,0.038,0.006,-94.851,0.739,4.225,0.089,0.006,-216.299,0.732,4.3,0.162,0.007,-102.02,0.626,4.391,0.284,0.009,-61.106,0.467,4.749,0.201,0.009,-55.371,0.502,5.099,0.304,0.011,-48.422,0.46,5.213,0.096,0.008,-75.982,0.654,5.561,0.124,0.006,-85.279,1.007,6.03,0.027,0.006,-85.528,1.047,6.089,0.162,0.008,-72.237,0.799,6.262,0.114,0.006,-103.515,0.984,6.66,0.02,0.008,-36.224,0.825,6.972,0.013,0.003,-26.714,2.027,7.205,0.086,0.009,-39.274,0.822,8.342,0.019,0.009,-32.497,0.918,8.44,0.039,0.012,-19.039,0.695,5.161,0.038,0.003,-158.375,1.491,5.705,0.013,0.008,-96.732,0.73,3.775,0.187,0.009,-58.896,0.431,6.146,0.006,0.005,-91.96,1.353,11.43,0.013,0.013,-9.498,0.868
31,6529P,44914984_1450,6/3/2022 19:08,25.6,2,QPLog 10-1631 (16) rev10,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,200_LA (old),none,,,8,2015,Pass,,,2.191,2.321,3.04,3.152,3.175,3.344,3.407,4.09,4.252,4.306,4.386,4.742,5.104,5.236,5.562,6.048,6.115,6.281,6.679,7.011,7.2,8.345,8.446,5.175,5.714,3.782,6.185,11.455,2.191,0.127,0.009,-24.588,0.243,2.321,0.142,0.012,-36.725,0.191,3.04,0.024,0.003,-31.505,1.191,3.152,0.089,0.006,-178.774,0.531,3.175,0.035,0.002,-111.053,1.902,3.344,0.035,0.008,-100.161,0.415,3.407,0.02,0.009,-59.384,0.393,4.09,0.023,0.006,-89.734,0.727,4.252,0.02,0.007,-191.747,0.63,4.306,0.035,0.005,-155.533,0.807,4.386,0.051,0.007,-95.002,0.61,4.742,0.029,0.007,-109.114,0.649,5.104,0.067,0.005,-108.88,0.97,5.236,0.031,0.003,-143.174,1.536,5.562,0.019,0.005,-94.026,1.12,6.048,0.059,0.006,-101.805,1.01,6.115,0.02,0.005,-175.181,1.254,6.281,0.03,0.006,-139.601,1.055,6.679,0.007,0.006,-55.494,1.072,7.011,0.004,0.002,-10.612,4.352,7.2,0.043,0.008,-73.312,0.957,8.345,0.017,0.01,-32.003,0.856,8.446,0.134,0.01,-48.476,0.852,5.175,0.018,0.004,-195.62,1.181,5.714,0.025,0.007,-171.949,0.846,3.782,0.042,0.007,-99.717,0.568,6.185,0.023,0.004,-141.667,1.688,11.455,0.01,0.016,-11.428,0.717
115,6529P,45553187_1450,5/21/2023 17:53,26.1,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,300_FW,none,,,0,0,Pass,,,2.186,2.315,3.044,3.152,3.173,3.345,3.41,4.094,4.255,4.307,4.387,4.742,5.102,5.239,5.566,6.045,6.118,6.284,6.685,7.032,7.202,8.35,8.453,5.177,5.72,3.783,6.19,11.468,2.186,0.26,0.016,-32.967,0.139,2.315,0.356,0.009,-48.412,0.249,3.044,0.077,0.008,-75.163,0.398,3.152,0.212,0.006,-161.046,0.54,3.173,0.065,0.005,-138.841,0.632,3.345,0.103,0.006,-124.05,0.534,3.41,0.045,0.006,-84.659,0.545,4.094,0.052,0.005,-133.181,0.773,4.255,0.047,0.006,-193.752,0.716,4.307,0.071,0.006,-141.172,0.731,4.387,0.086,0.005,-165.372,0.801,4.742,0.054,0.007,-135.177,0.713,5.102,0.116,0.008,-75.35,0.651,5.239,0.062,0.007,-93.835,0.805,5.566,0.043,0.009,-79.852,0.62,6.045,0.112,0.005,-103.123,1.225,6.118,0.035,0.005,-200.626,1.234,6.284,0.051,0.006,-115.704,1,6.685,0.023,0.007,-80.741,0.956,7.032,0.02,0.008,-87.772,0.933,7.202,0.08,0.007,-96.496,1.027,8.35,0.014,0.011,-34.767,0.784,8.453,0.017,0.009,-46.022,0.984,5.177,0.036,0.005,-221.06,1.109,5.72,0.009,0.007,-105.693,0.869,3.783,0.076,0.006,-98.873,0.614,6.19,0.039,0.006,-119.632,1.071,11.468,0.007,0.012,-17.899,0.96
71,6549,45338740_1450,2/1/2023 15:57,20.7,2,QPLog 10-1631 (16) rev15,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,110_LVL (new),none,,,12,2015,Pass,,,2.162,2.3,3.009,3.116,3.132,3.32,3.37,4.035,4.206,4.261,4.359,4.706,5.053,5.175,5.511,5.974,6.055,6.237,6.608,6.942,7.148,8.286,8.369,5.118,5.688,3.75,6.127,11.329,2.162,0.233,0.008,-27.409,0.268,2.3,0.439,0.008,-64.063,0.289,3.009,0.101,0.006,-136.671,0.494,3.116,0.231,0.007,-118.58,0.474,3.132,0.029,0.002,-37.696,1.405,3.32,0.073,0.007,-99.231,0.471,3.37,0.063,0.007,-70.231,0.476,4.035,0.044,0.006,-110.492,0.649,4.206,0.072,0.006,-201.725,0.729,4.261,0.101,0.007,-131.487,0.644,4.359,0.127,0.007,-92.229,0.67,4.706,0.085,0.007,-112.925,0.705,5.053,0.185,0.008,-79.548,0.654,5.175,0.075,0.006,-108.856,0.888,5.511,0.073,0.005,-144.746,1.027,5.974,0.048,0.006,-161.822,0.965,6.055,0.074,0.006,-148.272,1.092,6.237,0.057,0.008,-78.153,0.754,6.608,0.018,0.007,-48.248,0.966,6.942,0.011,0.004,-23.279,1.909,7.148,0.099,0.008,-79.375,0.919,8.286,0.021,0.011,-28.228,0.74,8.369,0.03,0.013,-22.296,0.644,5.118,0.03,0.005,-114.373,1.037,5.688,0.006,0.007,-70.132,0.83,3.75,0.094,0.008,-61.674,0.46,6.127,0.023,0.006,-110.368,1.012,11.329,0.003,0.01,-18.292,1.149
153,6549,45907197_1450,11/17/2023 1:56,24.5,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Not Done,Pass,,Not Done,Pass,,Pass,300_FW,none,0,,12,2015,Pass,,,2.165,2.302,3.007,3.117,3.145,3.323,3.371,4.039,4.207,4.262,4.359,4.706,5.053,5.178,5.513,5.978,6.09,6.239,6.611,6.942,7.148,8.287,8.366,5.12,5.691,3.749,6.13,11.328,2.165,0.418,0.009,-63.141,0.247,2.302,0.448,0.009,-95.076,0.265,3.007,0.097,0.006,-127.171,0.488,3.117,0.266,0.006,-168.459,0.542,3.145,0.019,0.004,-226.393,0.877,3.323,0.062,0.006,-95.413,0.535,3.371,0.052,0.007,-74.393,0.494,4.039,0.048,0.005,-143.364,0.784,4.207,0.063,0.006,-135.753,0.659,4.262,0.086,0.006,-159.103,0.725,4.359,0.085,0.006,-92.321,0.749,4.706,0.071,0.008,-92.861,0.614,5.053,0.123,0.008,-62.813,0.618,5.178,0.069,0.007,-91.845,0.734,5.513,0.049,0.006,-143.276,0.992,5.978,0.038,0.006,-156.64,0.962,6.09,0.004,0.005,-97.538,1.202,6.239,0.052,0.005,-170.557,1.165,6.611,0.016,0.007,-45.534,0.891,6.942,0.006,0.002,-15.904,3.467,7.148,0.053,0.008,-79.42,0.901,8.287,0.01,0.011,-35.869,0.769,8.366,0.013,0.008,-49.576,1.066,5.12,0.034,0.004,-206.284,1.258,5.691,0.011,0.006,-128.005,0.97,3.749,0.087,0.007,-86.034,0.571,6.13,0.022,0.006,-127.965,1.096,11.328,0.004,0.012,-18.638,0.971
55,6551,45217029_355,11/22/2022 20:23,22.7,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,12,2015,Pass,,,2.163,2.289,3.019,3.119,3.152,3.315,3.37,4.038,4.197,4.256,4.336,4.714,5.044,5.177,5.512,5.976,6.036,6.233,6.609,6.917,7.144,8.285,8.369,5.1,5.687,3.754,6.119,11.322,2.163,0.032,0.011,-40.388,0.198,2.289,0.026,0.007,-55.896,0.328,3.019,0.006,0.01,-45.233,0.309,3.119,0.022,0.009,-50.562,0.339,3.152,0.011,0.004,-132.919,0.772,3.315,0.011,0.006,-68.13,0.531,3.37,0.003,0.007,-28.735,0.454,4.038,0.007,0.004,-45.186,1.049,4.197,0.005,0.006,-93.504,0.731,4.256,0.006,0.009,-39.031,0.496,4.336,0.006,0.008,-31.233,0.518,4.714,0.005,0.006,-36.517,0.817,5.044,0.011,0.009,-35.24,0.563,5.177,0.003,0.003,-31.089,1.957,5.512,0.015,0.005,-128.36,1.099,5.976,0.004,0.002,-53.635,3.808,6.036,0.003,0.009,-28.504,0.678,6.233,0.029,0.008,-55.768,0.767,6.609,0.001,0.005,-100.684,1.4,6.917,0.004,0.004,-27.797,1.584,7.144,0.038,0.011,-22.448,0.635,8.285,0.006,0.01,-12.613,0.81,8.369,0.004,0.01,-14.529,0.862,5.1,0.006,0.005,-105.632,1.124,5.687,0.012,0.005,-104.649,1.036,3.754,0.016,0.007,-57.125,0.535,6.119,0.036,0.01,-81.396,0.639,11.322,0.007,0.008,-27.541,1.343
152,6551,45894407_1450,11/16/2023 18:01,22.3,2,QPLog 10-1631 (16) rev17,TRUE,,GD,No Defect,Pass,Pass,,Not Done,Pass,,Pass,110_LVL (new),none,0,,12,2015,Pass,,,2.164,2.302,3.019,3.121,3.151,3.316,3.368,4.036,4.197,4.254,4.355,4.711,5.044,5.162,5.511,5.979,6.035,6.23,6.609,6.952,7.148,8.285,8.372,5.1,5.684,3.754,6.117,11.322,2.164,0.054,0.004,-49.157,0.493,2.302,0.068,0.011,-43.359,0.217,3.019,0.121,0.006,-114.15,0.468,3.121,0.338,0.009,-107.169,0.357,3.151,0.025,0.005,-193.048,0.633,3.316,0.138,0.006,-161.025,0.567,3.368,0.05,0.007,-89.625,0.51,4.036,0.1,0.006,-117.38,0.638,4.197,0.053,0.006,-180.882,0.685,4.254,0.121,0.006,-136.23,0.709,4.355,0.089,0.007,-99.486,0.619,4.711,0.077,0.007,-119.103,0.664,5.044,0.128,0.01,-66.319,0.49,5.162,0.092,0.008,-79.114,0.672,5.511,0.036,0.004,-128.229,1.23,5.979,0.09,0.006,-159.76,1,6.035,0.089,0.005,-175.982,1.107,6.23,0.053,0.006,-116.384,1,6.609,0.021,0.006,-93.962,1.066,6.952,0.019,0.01,-50.494,0.73,7.148,0.125,0.008,-78.213,0.946,8.285,0.017,0.009,-20.878,0.874,8.372,0.034,0.011,-32.805,0.766,5.1,0.053,0.006,-158.427,0.854,5.684,0.007,0.004,-113.533,1.344,3.754,0.1,0.009,-50.275,0.413,6.117,0.042,0.006,-106.797,1.048,11.322,0.001,0.006,-21.786,1.839
3,6551,44530128_1450,10/13/2021 21:38,25.3,2,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  10/13/21 12:04,TRUE,,GD,No Defect,Pass,Pass,Green,Pass,Pass,Green,Pass,100_LVL (old),_none,,,12,15,Pass,,,2.153,2.29,3.009,3.112,3.143,3.305,3.361,4.024,4.183,4.242,4.34,4.699,5.027,5.148,5.497,5.961,6.018,6.217,6.594,6.889,7.125,8.26,8.349,5.081,5.667,3.743,6.101,11.287,2.153,0.078,0.014,-49.32,0.155,2.29,0.066,0.005,-141.673,0.464,3.009,0.023,0.01,-68.318,0.294,3.112,0.058,0.009,-54.796,0.335,3.143,0.02,0.005,-128.79,0.579,3.305,0.022,0.008,-84.207,0.436,3.361,0.012,0.008,-53.544,0.411,4.024,0.017,0.01,-38.266,0.413,4.183,0.014,0.006,-130.35,0.657,4.242,0.026,0.008,-64.246,0.517,4.34,0.021,0.008,-64.606,0.558,4.699,0.015,0.009,-72.294,0.551,5.027,0.037,0.009,-65.215,0.582,5.148,0.02,0.008,-52.957,0.664,5.497,0.009,0.008,-67.573,0.723,5.961,0.014,0.009,-46.12,0.637,6.018,0.012,0.011,-34.385,0.57,6.217,0.115,0.008,-86.788,0.809,6.594,0.031,0.008,-58.088,0.788,6.889,0.014,0.006,-45.032,1.125,7.125,0.113,0.014,-23.533,0.493,8.26,0.03,0.014,-17.745,0.573,8.349,0.037,0.014,-21.25,0.602,5.081,0.013,0.006,-160.655,0.913,5.667,0.013,0.009,-61.333,0.61,3.743,0.041,0.008,-68.58,0.465,6.101,0.013,0.007,-72.966,0.825,11.287,0.006,0.01,-29.405,1.082
55,6551,45217029_355,11/22/2022 20:23,22.7,2,,TRUE,,GD,No Defect,Not Done,Pass,Green,Not Done,Pass,Green,Pass,100_LVL (old),none,,,12,2015,Pass,,,2.163,2.289,3.019,3.119,3.152,3.315,3.37,4.038,4.197,4.256,4.336,4.714,5.044,5.177,5.512,5.976,6.036,6.233,6.609,6.917,7.144,8.285,8.369,5.1,5.687,3.754,6.119,11.322,2.163,0.032,0.011,-40.388,0.198,2.289,0.026,0.007,-55.896,0.328,3.019,0.006,0.01,-45.233,0.309,3.119,0.022,0.009,-50.562,0.339,3.152,0.011,0.004,-132.919,0.772,3.315,0.011,0.006,-68.13,0.531,3.37,0.003,0.007,-28.735,0.454,4.038,0.007,0.004,-45.186,1.049,4.197,0.005,0.006,-93.504,0.731,4.256,0.006,0.009,-39.031,0.496,4.336,0.006,0.008,-31.233,0.518,4.714,0.005,0.006,-36.517,0.817,5.044,0.011,0.009,-35.24,0.563,5.177,0.003,0.003,-31.089,1.957,5.512,0.015,0.005,-128.36,1.099,5.976,0.004,0.002,-53.635,3.808,6.036,0.003,0.009,-28.504,0.678,6.233,0.029,0.008,-55.768,0.767,6.609,0.001,0.005,-100.684,1.4,6.917,0.004,0.004,-27.797,1.584,7.144,0.038,0.011,-22.448,0.635,8.285,0.006,0.01,-12.613,0.81,8.369,0.004,0.01,-14.529,0.862,5.1,0.006,0.005,-105.632,1.124,5.687,0.012,0.005,-104.649,1.036,3.754,0.016,0.007,-57.125,0.535,6.119,0.036,0.01,-81.396,0.639,11.322,0.007,0.008,-27.541,1.343
34,8036,44890077_1450,5/23/2022 16:30,24.5,2,QPLog 10-1631 (16) rev10,TRUE,,UN,,Not Done,Not Done,,Not Done,Pass,,Not Done,300_FW,,,,0,0,Pass,,,2.198,2.307,3.024,3.14,3.172,3.314,3.412,4.083,4.204,4.284,4.354,4.722,5.075,5.212,5.537,6.013,6.074,6.272,6.659,6.966,7.178,8.311,8.423,5.125,5.71,3.757,6.165,11.396,2.198,0.082,0.009,-42.636,0.244,2.307,0.099,0.009,-48.87,0.244,3.024,0.018,0.01,-66.742,0.308,3.14,0.044,0.006,-182.412,0.548,3.172,0.031,0.008,-74.446,0.389,3.314,0.026,0.006,-128.725,0.578,3.412,0.009,0.009,-46.541,0.369,4.083,0.013,0.006,-119.012,0.68,4.204,0.014,0.006,-207.579,0.763,4.284,0.017,0.006,-188.829,0.732,4.354,0.028,0.006,-125.116,0.728,4.722,0.02,0.008,-89.396,0.619,5.075,0.035,0.008,-73.472,0.605,5.212,0.016,0.008,-65.415,0.66,5.537,0.012,0.006,-135.911,0.987,6.013,0.029,0.006,-138.492,0.989,6.074,0.025,0.004,-127.201,1.356,6.272,0.016,0.006,-140.17,1.122,6.659,0.005,0.007,-51.005,0.892,6.966,0.005,0.005,-75.806,1.464,7.178,0.027,0.008,-77.453,0.933,8.311,0.004,0.009,-30.658,0.961,8.423,0.051,0.009,-60.386,0.946,5.125,0.004,0.003,-116.1,1.507,5.71,0.014,0.006,-133.325,0.918,3.757,0.024,0.007,-78.491,0.515,6.165,0.009,0.007,-85.76,0.921,11.396,0.008,0.013,-16.521,0.897
91,8036,45447508_1450,3/24/2023 21:00,20.2,2,QPLog 10-1631 (16) rev16,TRUE,,GD,No Defect,Pass,Pass,Green,Not Done,Pass,Green,Pass,400_LA (new),none,,,8,2017,Pass,,,2.187,2.308,3.02,3.139,3.171,3.315,3.412,4.081,4.205,4.284,4.356,4.723,5.076,5.213,5.538,6.014,6.076,6.271,6.657,6.967,7.18,8.313,8.422,5.14,0,3.76,6.165,11.396,2.187,0.229,0.01,-37.866,0.229,2.308,0.238,0.014,-42.058,0.166,3.02,0.078,0.007,-43.442,0.408,3.139,0.198,0.007,-139.124,0.433,3.171,0.135,0.008,-66.978,0.394,3.315,0.117,0.006,-109.804,0.52,3.412,0.063,0.011,-47.797,0.317,4.081,0.058,0.006,-156.462,0.716,4.205,0.063,0.006,-212.262,0.712,4.284,0.099,0.006,-207.922,0.717,4.356,0.194,0.006,-140.994,0.742,4.723,0.108,0.007,-111.274,0.71,5.076,0.148,0.009,-55.06,0.545,5.213,0.067,0.006,-81.412,0.934,5.538,0.076,0.006,-124.347,0.903,6.014,0.126,0.007,-134.74,0.91,6.076,0.125,0.005,-166.873,1.185,6.271,0.104,0.006,-158.911,1.072,6.657,0.021,0.008,-48.434,0.877,6.967,0.005,0.005,-72.466,1.478,7.18,0.157,0.008,-65.728,0.864,8.313,0.027,0.014,-30.926,0.589,8.422,0.035,0.008,-65.978,1.063,5.14,0.014,0.003,-126.977,1.563,0,0,0,0,0,3.76,0.153,0.007,-73.574,0.507,6.165,0.036,0.005,-88.071,1.356,11.396,0.004,0.007,-15.737,1.636
2,8060,44539676_1450,10/15/2021 20:53,24.4,2,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  10/15/21 11:20,TRUE,,UN,No Defect,Pass,Not Done,,Not Done,Pass,,Not Done,100_LVL (old),,,,0,0,Pass,,,2.188,2.301,3.018,3.131,3.171,3.315,3.405,4.082,4.202,4.293,4.37,4.738,5.077,5.208,5.541,6.002,6.075,6.267,6.641,6.954,7.188,8.306,8.402,5.135,5.701,3.755,6.153,11.428,2.188,0.069,0.01,-43.372,0.219,2.301,0.072,0.008,-72.105,0.275,3.018,0.022,0.008,-48.996,0.365,3.131,0.041,0.006,-156.545,0.515,3.171,0.034,0.009,-52.433,0.358,3.315,0.023,0.007,-77.784,0.464,3.405,0.012,0.011,-44.414,0.32,4.082,0.012,0.01,-30.725,0.397,4.202,0.019,0.006,-146.248,0.673,4.293,0.013,0.01,-45.01,0.448,4.37,0.028,0.008,-64.199,0.526,4.738,0.018,0.007,-49.212,0.651,5.077,0.315,0.009,-65.93,0.574,5.208,0.015,0.01,-29.587,0.504,5.541,0.009,0.009,-48.513,0.6,6.002,0.011,0.011,-38.902,0.568,6.075,0.012,0.013,-20.717,0.46,6.267,0.011,0.01,-38.318,0.611,6.641,0.004,0.009,-29.287,0.715,6.954,0.019,0.006,-23.262,1.126,7.188,0.095,0.013,-19.349,0.56,8.306,0.017,0.009,-16.216,0.95,8.402,0.029,0.022,-8.979,0.387,5.135,0.043,0.005,-108.631,1.005,5.701,0.009,0.005,-13.323,1.201,3.755,0.046,0.008,-72.967,0.491,6.153,0.008,0.008,-60.119,0.758,11.428,0.017,0.015,-21.109,0.769
