DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,AvgZ,ZDev,Freq 1,Freq 3,Freq 5,Freq 7,Freq 8,Freq 9,Freq 10,Freq 11,Freq 12,Z Freq 1,Z Freq 3,Z Freq 5,Z Freq 7,Z Freq 8,Z Freq 9,Z Freq 10,Z Freq 11,Z Freq 12,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,e0402p,0_0,3/29/2022 19:23,21.2,0,QPLog 10-1631 (16) rev8,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.156,2.978,0,3.421,3.92,4.219,4.299,4.358,4.721,-1.382,-3.764,0,1.531,-7.814,0.776,1.221,0.056,0.052,2.156,0.055,0.012,-39.696,0.182,2.306,0.055,0.009,-62.761,0.247,2.978,0.004,0.008,-15.452,0.379,3.075,0.012,0.012,-18.057,0.247,0,0,0,0,0,3.318,0.013,0.006,-125.15,0.551,3.421,0.005,0.011,-23.972,0.318,3.92,0.005,0.004,-26.298,0.901,4.219,0.008,0.006,-175.224,0.661,4.299,0.014,0.006,-119.312,0.68,4.358,0.141,0.01,-45.672,0.448,4.721,0.009,0.009,-57.217,0.543,5.077,0.015,0.013,-27.272,0.381,5.22,0.009,0.004,-36.961,1.29,5.51,0.117,0.008,-68.97,0.69,6.008,0.019,0.006,-105.067,1.085,6.064,0.025,0.006,-133.038,1.095,6.255,0.009,0.006,-58.866,0.986,6.654,0.003,0.01,-9.432,0.647,6.996,0.003,0.01,-27.333,0.703,7.157,0.181,0.008,-70.386,0.9,8.294,0.039,0.01,-40.98,0.856,8.428,0.025,0.01,-34.08,0.845,5.136,0.002,0.003,-70.039,1.865,5.698,0.016,0.007,-75.301,0.859,0,0,0,0,0,6.16,0.005,0.006,-37.399,1.096,11.366,0.003,0.003,-5.961,3.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,e0402p,0_0,3/29/2022 19:28,21.2,0,QPLog 10-1631 (16) rev8,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.152,2.979,0,3.421,3.918,4.219,4.3,4.359,4.722,-1.657,-3.668,0,1.549,-7.887,0.776,1.261,0.133,0.079,2.152,0.042,0.013,-40.656,0.169,2.306,0.055,0.01,-62.52,0.24,2.979,0.003,0.005,-17.331,0.564,3.072,0.01,0.015,-17.204,0.198,0,0,0,0,0,3.317,0.011,0.006,-118.868,0.526,3.421,0.006,0.012,-24.83,0.289,3.918,0.003,0.004,-32.646,0.925,4.219,0.007,0.005,-177.045,0.774,4.3,0.014,0.006,-112.478,0.665,4.359,0.148,0.01,-48.84,0.436,4.722,0.009,0.009,-53.143,0.553,5.075,0.016,0.006,-22.344,0.883,5.219,0.009,0.009,-42.934,0.601,5.51,0.137,0.007,-69.193,0.735,6.009,0.019,0.006,-102.793,1.007,6.064,0.025,0.006,-131.807,1.094,6.255,0.009,0.008,-60.39,0.807,6.676,0.005,0.009,-24.873,0.743,6.995,0.002,0.01,-19.996,0.685,7.156,0.153,0.008,-62.782,0.856,8.293,0.031,0.008,-37.78,1.008,8.428,0.023,0.012,-31.048,0.711,5.149,0.004,0.005,-82.028,0.989,5.698,0.014,0.006,-69.46,0.891,0,0,0,0,0,6.16,0.003,0.005,-55.183,1.166,11.358,0.037,0.009,-7.765,1.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,e0402p,0_0,3/29/2022 19:18,21.1,0,QPLog 10-1631 (16) rev8,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.161,2.978,0,3.421,3.922,4.247,4.3,4.358,4.721,-1.065,-3.733,0,1.49,-7.703,2.443,1.261,0.056,0.052,2.161,0.069,0.012,-22.136,0.186,2.306,0.066,0.01,-54.427,0.226,2.978,0.004,0.005,-15.988,0.553,3.074,0.013,0.015,-18.814,0.208,0,0,0,0,0,3.318,0.014,0.006,-129.702,0.568,3.421,0.005,0.011,-23.998,0.31,3.922,0.005,0.004,-44.954,0.952,4.247,0.003,0.006,-37.883,0.672,4.3,0.014,0.007,-114.24,0.61,4.358,0.131,0.01,-46.908,0.449,4.721,0.008,0.008,-50.505,0.593,5.076,0.014,0.011,-31.881,0.441,5.218,0.049,0.012,-41.039,0.445,5.508,0.105,0.008,-64.428,0.694,6.009,0.019,0.006,-110.257,1.059,6.064,0.025,0.006,-130.28,1.094,6.255,0.009,0.007,-63.958,0.958,6.653,0.003,0.014,-7.994,0.486,6.993,0.003,0.01,-26.051,0.721,7.156,0.186,0.008,-73.94,0.921,8.294,0.04,0.01,-35.719,0.855,8.428,0.026,0.01,-37.11,0.864,5.142,0.001,0.002,-88.685,3.138,5.699,0.019,0.007,-81.061,0.765,0,0,0,0,0,6.16,0.006,0.006,-25.694,1.056,11.367,0.003,0.008,-9.592,1.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,e0402p,0_0,3/29/2022 19:42,21.3,0,QPLog 10-1631 (16) rev8,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.159,2.977,0,3.421,3.923,4.219,4.298,4.354,4.719,-1.215,-3.825,0,1.531,-7.656,0.816,1.12,-0.138,-0.078,2.159,0.069,0.01,-36.682,0.208,2.303,0.045,0.01,-78.084,0.233,2.977,0.003,0.008,-19.993,0.379,3.077,0.016,0.014,-18.348,0.226,0,0,0,0,0,3.318,0.015,0.006,-133.431,0.566,3.421,0.003,0.011,-19.789,0.301,3.923,0.006,0.003,-25.27,1.278,4.219,0.007,0.006,-171.046,0.712,4.298,0.01,0.006,-93.326,0.69,4.354,0.082,0.011,-45.859,0.413,4.719,0.005,0.008,-51.523,0.568,5.075,0.018,0.01,-44.97,0.522,5.22,0.01,0.005,-41.826,0.981,5.507,0.044,0.008,-75.28,0.711,5.998,0.018,0.007,-86.43,0.873,6.061,0.017,0.005,-135.06,1.184,6.254,0.006,0.008,-52.165,0.76,0,0,0,0,0,6.993,0.003,0.01,-27.072,0.725,7.155,0.179,0.007,-89.491,0.994,8.293,0.034,0.014,-24.349,0.6,8.427,0.026,0.009,-42.221,0.907,5.134,0.002,0.005,-126.756,1.112,5.699,0.017,0.007,-97.379,0.849,0,0,0,0,0,6.162,0.006,0.006,-48.315,1.011,11.374,0.01,0.013,-19.281,0.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,E0402P,,3/30/2022 22:20,22.7,0,,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.16,2.977,0,3.421,3.92,4.22,4.3,4.359,4.721,-1.163,-3.842,0,1.51,-7.766,0.855,1.261,0.094,0.066,2.16,0.104,0.011,-44.932,0.191,2.304,0.101,0.009,-75.668,0.261,2.977,0.007,0.009,-16.733,0.345,3.079,0.033,0.017,-18.464,0.184,0,0,0,0,0,3.319,0.03,0.006,-124.351,0.543,3.421,0.008,0.011,-26.211,0.298,3.92,0.013,0.012,-14.292,0.316,4.22,0.015,0.006,-197.638,0.712,4.3,0.027,0.006,-140.628,0.68,4.359,0.024,0.009,-50.229,0.468,4.721,0.014,0.008,-63.693,0.586,5.078,0.05,0.008,-78.228,0.65,5.221,0.014,0.007,-44.84,0.769,5.507,0.01,0.007,-65.6,0.747,5.999,0.022,0.007,-48.042,0.804,6.064,0.032,0.006,-113.808,1.019,6.255,0.01,0.011,-24.226,0.574,6.652,0.005,0.012,-13.631,0.535,6.994,0.005,0.01,-31.94,0.688,7.157,0.042,0.008,-74.877,0.948,8.296,0.011,0.01,-36.842,0.794,8.427,0.005,0.011,-23.728,0.768,5.135,0.005,0.003,-174.411,1.598,5.7,0.005,0.006,-71.869,0.985,3.757,0.019,0.007,-60.353,0.51,6.164,0.011,0.007,-45.566,0.849,11.372,0.003,0.017,-8.777,0.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,HVT 7,,3/30/2022 22:57,23,0,"System 500, 3.30.22",FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.158,2.979,0,3.422,3.92,4.219,4.3,4.358,4.721,-1.247,-3.65,0,1.551,-7.782,0.816,1.241,0.075,0.011,2.158,0.091,0.011,-42.148,0.189,2.304,0.089,0.009,-76.979,0.268,2.979,0.006,0.009,-17.942,0.318,3.079,0.03,0.015,-16.712,0.2,0,0,0,0,0,3.319,0.028,0.006,-120.031,0.534,3.422,0.007,0.013,-28.158,0.266,3.92,0.012,0.012,-18.049,0.337,4.219,0.014,0.006,-200.535,0.764,4.3,0.026,0.006,-136.612,0.698,4.358,0.023,0.009,-50.205,0.462,4.721,0.014,0.007,-66.895,0.632,5.077,0.048,0.008,-78.34,0.661,5.219,0.013,0.007,-56.63,0.803,5.507,0.01,0.007,-65.893,0.778,5.998,0.023,0.006,-55.626,0.975,6.063,0.032,0.006,-132.204,1.028,6.252,0.009,0.011,-32.696,0.586,6.652,0.005,0.012,-11.535,0.55,6.994,0.005,0.01,-31.557,0.685,7.157,0.041,0.007,-81.142,0.98,8.296,0.009,0.01,-31.058,0.87,8.428,0.005,0.013,-25.062,0.663,5.134,0.004,0.003,-158.523,1.516,5.7,0.004,0.006,-75.715,1.034,3.757,0.018,0.007,-61.594,0.515,6.163,0.009,0.008,-42.65,0.81,11.373,0.005,0.014,-13.077,0.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,HVT 8,,3/30/2022 23:10,23.3,0,"System 500, 3.30.22",FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.16,2.978,0,3.422,3.921,4.22,4.301,4.36,4.722,-1.164,-3.733,0,1.59,-7.753,0.875,1.302,0.152,0.109,2.16,0.111,0.012,-42.876,0.181,2.306,0.11,0.009,-72.635,0.255,2.978,0.007,0.012,-19.935,0.251,3.08,0.034,0.016,-17.416,0.189,0,0,0,0,0,3.319,0.032,0.006,-120.619,0.535,3.422,0.008,0.013,-25.275,0.263,3.921,0.013,0.016,-14.202,0.25,4.22,0.016,0.006,-200.164,0.728,4.301,0.028,0.006,-136.64,0.68,4.36,0.025,0.01,-52.237,0.434,4.722,0.015,0.008,-66.928,0.591,5.079,0.053,0.008,-79.536,0.65,5.221,0.015,0.006,-50.702,0.854,5.508,0.01,0.008,-70.014,0.73,5.999,0.023,0.007,-56.623,0.842,6.064,0.032,0.006,-115.703,0.999,6.254,0.01,0.012,-26.03,0.503,6.653,0.005,0.012,-12.188,0.541,6.996,0.005,0.01,-30.035,0.687,7.158,0.045,0.007,-77.246,0.961,8.297,0.01,0.009,-33.129,0.878,8.429,0.005,0.011,-29.324,0.735,5.135,0.005,0.003,-142.56,1.511,5.7,0.005,0.007,-77.332,0.856,3.757,0.02,0.008,-59.413,0.45,6.164,0.011,0.008,-41.854,0.791,11.374,0.004,0.014,-12.265,0.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,HVT 9,,3/30/2022 23:23,23.1,0,"System 500, 3.30.22",FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.159,2.978,0,3.421,3.921,4.22,4.3,4.359,4.721,-1.172,-3.755,0,1.51,-7.729,0.874,1.282,0.094,0.011,2.159,0.105,0.012,-33.41,0.175,2.305,0.106,0.01,-67.284,0.235,2.978,0.007,0.01,-18.994,0.298,3.08,0.034,0.014,-18.622,0.218,0,0,0,0,0,3.319,0.03,0.006,-116.941,0.525,3.421,0.008,0.01,-25.889,0.339,3.921,0.013,0.013,-17.302,0.313,4.22,0.015,0.006,-201.722,0.713,4.3,0.027,0.006,-135.424,0.698,4.359,0.024,0.009,-47.24,0.479,4.721,0.015,0.008,-62.79,0.569,5.078,0.052,0.008,-77.887,0.641,5.22,0.015,0.008,-57.118,0.646,5.507,0.01,0.008,-64.779,0.705,5.998,0.022,0.007,-62.641,0.832,6.063,0.031,0.006,-108.91,0.959,6.252,0.011,0.012,-31.419,0.539,6.652,0.005,0.013,-12.704,0.495,6.994,0.005,0.011,-31.606,0.644,7.157,0.045,0.007,-80.307,0.971,8.296,0.01,0.01,-29.774,0.852,8.428,0.005,0.01,-26.917,0.812,5.134,0.005,0.003,-163.823,1.491,5.699,0.005,0.006,-77.535,0.98,3.758,0.02,0.008,-59.556,0.464,6.163,0.011,0.007,-42.216,0.844,11.374,0.003,0.013,-10.224,0.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,HVT_10,,3/30/2022 23:36,23.2,0,"System 500, 3.30.22",FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.16,2.979,0,3.422,3.928,4.22,4.301,4.359,4.722,-1.163,-3.707,0,1.551,-7.369,0.855,1.302,0.094,0.081,2.16,0.081,0.01,-43.243,0.223,2.304,0.093,0.009,-77.458,0.252,2.979,0.006,0.008,-17.576,0.359,3.08,0.03,0.016,-17.615,0.197,0,0,0,0,0,3.319,0.027,0.006,-114.775,0.518,3.422,0.007,0.013,-25.954,0.263,3.928,0.01,0.005,-10.874,0.852,4.22,0.014,0.006,-202.416,0.716,4.301,0.026,0.006,-139.904,0.674,4.359,0.022,0.009,-49.807,0.471,4.722,0.014,0.008,-63.555,0.591,5.078,0.047,0.008,-78.754,0.644,5.22,0.013,0.007,-47.12,0.7,5.508,0.01,0.007,-67.35,0.749,5.999,0.024,0.007,-64.458,0.891,6.064,0.035,0.006,-129.876,1.051,6.251,0.011,0.009,-40.117,0.682,6.65,0.005,0.012,-11.165,0.552,6.994,0.005,0.01,-34.907,0.69,7.157,0.042,0.008,-76.544,0.953,8.293,0.006,0.011,-16.904,0.733,8.429,0.005,0.01,-29.096,0.88,5.135,0.004,0.003,-124.401,1.474,5.7,0.005,0.007,-78.634,0.847,3.758,0.017,0.01,-41.079,0.372,6.164,0.009,0.007,-37.981,0.823,11.374,0.005,0.014,-15.421,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,SN E0402P_1,,3/26/2022 0:10,23.1,0,DFW300,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.155,2.98,0,3.421,3.938,4.22,4.3,4.358,4.721,-1.463,-3.598,0,1.511,-6.859,0.874,1.261,0.056,0.066,2.155,0.052,0.01,-55.716,0.224,2.302,0.045,0.01,-81.704,0.234,2.98,0.004,0.005,-34.795,0.61,3.078,0.016,0.013,-16.649,0.24,0,0,0,0,0,3.319,0.015,0.006,-111.974,0.542,3.421,0.003,0.011,-24.925,0.306,3.938,0.008,0.013,-38.938,0.298,4.22,0.008,0.006,-167.069,0.766,4.3,0.014,0.006,-136.458,0.727,4.358,0.011,0.009,-37.192,0.466,4.721,0.006,0.006,-46.677,0.732,5.076,0.027,0.008,-65.818,0.609,5.219,0.011,0.006,-62.758,0.855,5.507,0.009,0.006,-57.396,0.936,5.999,0.02,0.006,-76.565,0.94,6.062,0.021,0.005,-192.04,1.227,6.262,0.003,0.002,-21.198,3.718,6.647,0.003,0.004,-17.902,1.801,6.994,0.02,0.01,-43.048,0.695,7.155,0.024,0.007,-81.081,0.997,8.293,0.004,0.009,-16.667,0.921,8.427,0.003,0.008,-37.748,1.005,5.133,0.021,0.003,-211.726,1.633,5.7,0.003,0.006,-84.086,0.89,3.757,0.01,0.009,-31.882,0.433,6.162,0.005,0.006,-41.53,0.951,11.373,0.014,0.013,-24.092,0.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,SN E0402P_2,,3/26/2022 1:11,23.4,0,DFW300,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.156,2.98,0,3.42,3.937,4.22,4.299,4.355,4.723,-1.397,-3.581,0,1.474,-6.879,0.835,1.221,-0.099,0.178,2.156,0.054,0.011,-50.086,0.199,2.302,0.044,0.01,-67.466,0.228,2.98,0.003,0.006,-25.495,0.492,3.077,0.015,0.013,-18.072,0.23,0,0,0,0,0,3.318,0.014,0.006,-99.823,0.512,3.42,0.003,0.013,-16.747,0.27,3.937,0.008,0.008,-30.847,0.518,4.22,0.008,0.005,-175.897,0.784,4.299,0.013,0.006,-139.405,0.769,4.355,0.011,0.01,-37.154,0.431,4.723,0.006,0.007,-52.036,0.682,5.076,0.024,0.008,-61.78,0.623,5.22,0.011,0.006,-57.204,0.82,5.508,0.01,0.006,-88.986,0.859,6,0.018,0.006,-78.329,1.021,6.062,0.018,0.005,-166.215,1.194,6.261,0.009,0.006,-58.197,1.074,6.649,0.019,0.013,-18.646,0.494,6.993,0.02,0.01,-42.241,0.687,7.155,0.023,0.007,-80.454,0.997,8.295,0.006,0.009,-32.549,0.897,8.429,0.003,0.009,-38.182,0.957,5.134,0.022,0.003,-252.76,1.517,5.7,0.022,0.007,-110.077,0.877,3.756,0.011,0.007,-47.858,0.553,6.16,0.005,0.006,-46.9,1.044,11.372,0.011,0.014,-17.307,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,SN E0402P_3,,3/26/2022 1:18,23.4,0,DFW300,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.157,2.981,0,3.418,3.936,4.22,4.299,4.355,4.722,-1.359,-3.476,0,1.328,-6.923,0.855,1.201,-0.119,0.122,2.157,0.056,0.01,-47.909,0.214,2.302,0.043,0.011,-68.807,0.217,2.981,0.003,0.005,-29.497,0.587,3.079,0.016,0.015,-15.92,0.206,0,0,0,0,0,3.318,0.014,0.006,-102.425,0.522,3.418,0.003,0.012,-17.331,0.278,3.936,0.008,0.009,-33.495,0.425,4.22,0.008,0.006,-191.764,0.744,4.299,0.014,0.006,-124.338,0.698,4.355,0.011,0.01,-38.797,0.427,4.722,0.006,0.007,-46.777,0.68,5.076,0.026,0.008,-62.02,0.617,5.219,0.011,0.006,-49.933,0.878,5.508,0.01,0.007,-60.377,0.824,6,0.019,0.006,-81.453,0.961,6.062,0.019,0.005,-165.369,1.111,6.26,0.009,0.006,-60.066,1.076,6.65,0.02,0.013,-18.445,0.498,6.993,0.021,0.01,-40.883,0.692,7.155,0.024,0.007,-83.152,1.007,8.294,0.006,0.011,-27.271,0.731,8.428,0.003,0.007,-38.276,1.259,5.134,0.022,0.003,-246.17,1.492,5.7,0.024,0.006,-113.992,0.878,3.757,0.011,0.008,-60.352,0.479,6.161,0.005,0.009,-50.8,0.701,11.371,0.009,0.014,-16.787,0.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,SN E0402P_4,,3/26/2022 1:25,23.6,0,DFW300,FALSE,,GD,,,,,,,,,,,,,,,Fail,0,0,2.155,2.981,0,3.419,3.937,4.22,4.299,4.358,4.722,-1.463,-3.485,0,1.41,-6.895,0.855,1.201,0.056,0.094,2.155,0.056,0.011,-42.908,0.196,2.303,0.048,0.01,-73.291,0.227,2.981,0.004,0.009,-23.994,0.318,3.079,0.016,0.015,-15.354,0.208,0,0,0,0,0,3.318,0.015,0.006,-109.805,0.534,3.419,0.003,0.008,-22.143,0.434,3.937,0.009,0.009,-38.296,0.453,4.22,0.008,0.006,-191.113,0.746,4.299,0.014,0.006,-134.935,0.703,4.358,0.011,0.008,-42.595,0.556,4.722,0.006,0.008,-46.567,0.594,5.076,0.027,0.009,-63.938,0.58,5.22,0.011,0.006,-49.106,0.826,5.508,0.01,0.006,-68.017,0.982,6,0.019,0.006,-85.63,1.018,6.062,0.019,0.005,-160.16,1.112,6.26,0.01,0.006,-57.794,1.068,6.65,0.02,0.013,-21.746,0.51,6.994,0.021,0.011,-41.038,0.642,7.154,0.025,0.007,-81.3,1.003,8.294,0.006,0.01,-26.931,0.84,8.428,0.003,0.007,-38.539,1.168,5.134,0.023,0.004,-230.776,1.467,5.7,0.003,0.006,-87.779,0.878,3.756,0.011,0.01,-32.527,0.387,6.161,0.006,0.007,-49.42,0.896,11.372,0.009,0.014,-16.755,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
