Record Name,PRJ Type,Usage,Lib Type,Pti-State,LB Pti-State,Stack group,Date_Time,Visual,LPI,EC,Dimensional,MfgMonth,MfgYear_YY,Fail Reason,Tracker Result,SubGroup,Failure Type,intSite,iPTI,Picked,Critical Defect,NDT_Comment,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Margin on site 10,GD,D,HV,No PTI,0,Margin on-site3,9/24/2021 17:45,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.296,0.0,3.078,0.0,3.319,3.423,3.938,4.221,4.3,4.357,4.725,5.074,5.222,5.51,6.0,6.063,6.257,6.655,6.999,7.155,8.288,8.428,5.136,5.702,0.0,6.166,11.379
Margin on site 11,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 16:38,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.152,2.298,0.0,3.079,0.0,3.318,3.424,3.938,4.22,4.3,4.358,4.725,5.076,5.223,5.511,6.002,6.065,6.258,6.656,7.001,7.155,8.292,8.427,5.136,5.702,0.0,6.167,11.377
Margin on site 12,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 16:43,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.299,2.982,3.079,0.0,3.318,3.424,3.938,4.222,4.301,4.359,4.726,5.077,5.223,5.51,6.001,6.065,6.259,6.656,7.0,7.155,8.29,8.43,5.136,5.702,0.0,6.166,11.377
Margin on site 13,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 16:47,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.152,2.297,0.0,3.079,0.0,3.318,3.424,3.938,4.222,4.3,4.358,4.725,5.075,5.223,5.511,6.001,6.064,6.258,6.655,7.0,7.155,8.291,8.43,5.137,5.703,0.0,6.167,11.379
Margin on site 14,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 16:52,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.297,0.0,3.079,0.0,3.318,3.422,3.932,4.22,4.3,4.358,4.725,5.076,5.223,5.51,6.001,6.064,6.258,6.656,6.999,7.155,8.291,8.43,5.137,5.702,3.758,6.167,11.376
Margin on site 15,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 18:17,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.299,2.984,3.081,0.0,3.321,3.425,3.934,4.222,4.302,4.359,4.726,5.077,5.225,5.511,6.002,6.065,6.26,6.657,7.003,7.158,8.294,8.434,5.138,0.0,0.0,6.169,11.383
Margin on site 16,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 18:22,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.298,2.981,3.079,0.0,3.319,3.423,3.934,4.222,4.301,4.359,4.725,5.076,5.224,5.51,6.0,6.064,6.26,6.658,7.001,7.157,8.291,8.431,5.137,5.703,3.763,6.169,11.379
Margin on site 19,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:25,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.297,2.985,3.079,0.0,3.318,3.424,3.933,4.222,4.301,4.359,4.725,5.075,5.223,5.51,6.002,6.065,6.259,6.656,7.001,7.155,8.293,8.431,5.137,5.702,3.763,6.167,11.381
Margin on site 20,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:29,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.298,0.0,3.078,0.0,3.319,3.423,3.935,4.221,4.301,4.359,4.725,5.075,5.223,5.51,6.0,6.064,6.258,6.656,7.0,7.155,8.291,8.429,5.136,5.702,0.0,6.166,11.378
Margin on site 21,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:34,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.299,2.983,3.076,0.0,3.318,3.423,3.933,4.221,4.302,4.36,4.725,5.077,5.223,5.51,5.999,6.064,6.259,6.656,7.001,7.156,8.29,8.429,5.136,5.702,0.0,6.166,11.373
Margin on site 22,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:38,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.298,0.0,3.078,0.0,3.319,3.426,3.933,4.222,4.301,4.358,4.724,5.074,5.222,5.51,6.0,6.063,6.258,6.656,7.0,7.155,8.291,8.429,5.136,5.702,3.762,6.167,11.38
Margin on site 23,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:42,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.151,2.297,0.0,3.079,0.0,3.319,3.42,3.932,4.221,4.301,4.359,4.724,5.075,5.222,5.509,6.0,6.063,6.258,6.655,6.999,7.155,8.291,8.429,5.136,5.702,3.761,6.166,11.378
Margin on site 24,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:47,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.152,2.296,2.982,3.079,0.0,3.318,3.424,3.934,4.221,4.3,4.358,4.724,5.074,5.223,5.51,6.0,6.063,6.258,6.655,6.999,7.155,8.289,8.429,5.136,5.702,0.0,6.166,11.378
Margin on site 25,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:51,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.298,2.987,3.08,0.0,3.318,3.423,3.932,4.221,4.301,4.359,4.724,5.075,5.222,5.509,6.0,6.063,6.258,6.656,7.0,7.156,8.29,8.431,5.136,5.702,3.763,6.167,11.377
Margin on site 26,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:55,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.297,2.983,3.078,0.0,3.319,3.424,3.932,4.221,4.301,4.358,4.724,5.075,5.222,5.51,6.0,6.063,6.258,6.655,6.999,7.155,8.29,8.429,5.136,5.702,3.761,6.166,11.377
Margin on site 27,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 23:00,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.297,2.979,3.079,0.0,3.317,3.423,3.931,4.221,4.301,4.359,4.724,5.075,5.222,5.509,6.0,6.063,6.258,6.656,6.999,7.155,8.291,8.428,5.136,5.702,3.763,6.166,11.375
Margin on site 28,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 23:04,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.299,2.982,3.077,0.0,3.318,3.424,3.931,4.221,4.301,4.36,4.724,5.076,5.223,5.51,6.0,6.064,6.257,6.655,7.0,7.155,8.29,8.429,5.136,5.701,3.764,6.165,11.372
Margin on site 29,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 23:08,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.298,0.0,3.08,0.0,3.318,3.421,3.931,4.221,4.301,4.359,4.725,5.075,5.222,5.509,6.0,6.063,6.257,6.655,6.999,7.155,8.289,8.43,5.136,5.702,0.0,6.166,11.377
Margin on site 30,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 23:12,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.149,2.298,2.98,3.076,0.0,3.317,3.424,3.934,4.221,4.301,4.359,4.724,5.076,5.222,5.51,6.0,6.063,6.258,6.655,6.999,7.155,8.289,8.428,5.136,5.702,3.766,6.166,11.374
Margin on site,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 22:20,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.15,2.299,2.982,3.08,0.0,3.32,3.424,3.933,4.222,4.302,4.359,4.726,5.076,5.224,5.511,6.001,6.066,6.259,6.656,7.001,7.157,8.292,8.431,5.137,0.0,3.762,6.168,11.378
Margin on site,GD,D,HV,No PTI,0,Margin on-site3,9/27/2021 18:27,2,2,2,2,0,0,,0,0,0,1,0,2,0,,2.152,2.298,2.982,3.079,0.0,3.318,3.425,3.931,4.221,4.301,4.358,4.725,5.075,5.223,5.51,6.0,6.063,6.258,6.655,6.999,7.155,8.29,8.429,5.137,5.702,0.0,6.166,11.378
E0402P_11,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:59,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.159,2.306,2.978,3.075,0.0,3.318,3.421,3.92,4.22,4.3,4.358,4.721,5.077,5.219,5.509,6.009,6.064,6.255,6.653,6.994,7.156,8.293,8.428,5.134,5.698,0.0,6.16,11.367
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:13,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.154,2.303,2.975,3.075,0.0,3.318,3.421,3.92,4.219,4.299,4.357,4.721,5.077,5.221,5.508,6.009,6.063,6.255,6.651,6.995,7.156,8.294,8.428,5.133,5.698,3.76,6.16,11.367
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 18:54,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.159,2.298,2.977,3.081,0.0,3.319,3.421,3.931,4.22,4.299,4.354,4.72,5.07,5.22,5.506,5.999,6.061,6.254,6.653,6.995,7.152,8.292,8.427,5.134,5.699,3.758,6.163,11.368
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:38,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.156,2.306,2.978,3.073,0.0,3.318,3.421,3.918,4.219,4.3,4.359,4.722,5.076,5.218,5.51,6.009,6.064,6.255,6.675,6.996,7.157,8.293,8.428,5.139,5.7,0.0,6.16,11.368
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:01,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.157,2.304,2.979,3.075,0.0,3.318,3.422,3.92,4.22,4.299,4.357,4.721,5.075,5.218,5.508,5.999,6.064,6.256,6.652,6.995,7.156,8.294,8.428,5.135,5.699,0.0,6.162,11.37
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:33,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.164,2.307,2.974,3.076,0.0,3.318,3.421,3.92,4.219,4.299,4.356,4.72,5.077,5.219,5.508,5.998,6.063,6.255,6.654,6.995,7.156,8.294,8.427,5.134,5.698,0.0,6.162,11.368
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:23,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.156,2.306,2.978,3.075,0.0,3.318,3.421,3.92,4.219,4.299,4.358,4.721,5.077,5.22,5.51,6.009,6.064,6.255,6.654,6.996,7.157,8.294,8.428,5.136,5.698,0.0,6.16,11.366
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:28,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.152,2.306,2.979,3.072,0.0,3.317,3.421,3.918,4.219,4.3,4.359,4.722,5.075,5.219,5.51,6.009,6.064,6.255,6.676,6.995,7.156,8.293,8.428,5.149,5.698,0.0,6.16,11.358
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:18,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.161,2.306,2.978,3.074,0.0,3.318,3.421,3.922,4.247,4.3,4.358,4.721,5.076,5.218,5.508,6.009,6.064,6.255,6.653,6.993,7.156,8.294,8.428,5.142,5.699,0.0,6.16,11.367
e0402p,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 19:42,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.159,2.303,2.977,3.077,0.0,3.318,3.421,3.923,4.219,4.298,4.354,4.719,5.075,5.22,5.507,5.998,6.061,6.254,0.0,6.993,7.155,8.293,8.427,5.134,5.699,0.0,6.162,11.374
E0402P,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 22:20,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.16,2.305,2.977,3.079,0.0,3.319,3.421,3.92,4.22,4.3,4.359,4.721,5.078,5.221,5.507,5.999,6.064,6.255,6.652,6.994,7.157,8.296,8.427,5.135,5.7,3.757,6.164,11.372
HVT 7,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 22:57,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.158,2.304,2.979,3.079,0.0,3.319,3.422,3.92,4.219,4.3,4.358,4.721,5.077,5.219,5.507,5.998,6.063,6.252,6.652,6.994,7.157,8.296,8.428,5.134,5.7,3.757,6.163,11.373
HVT 8,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 23:10,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.16,2.306,2.978,3.08,0.0,3.319,3.422,3.921,4.22,4.301,4.36,4.722,5.079,5.221,5.508,5.999,6.064,6.254,6.653,6.996,7.158,8.297,8.429,5.135,5.7,3.757,6.164,11.374
HVT 9,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 23:23,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.159,2.305,2.978,3.08,0.0,3.319,3.421,3.921,4.22,4.3,4.359,4.721,5.078,5.22,5.507,5.998,6.063,6.252,6.652,6.994,7.157,8.296,8.428,5.134,5.699,3.758,6.163,11.374
HVT_10,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 23:36,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.16,2.304,2.979,3.08,0.0,3.319,3.422,3.928,4.22,4.301,4.359,4.722,5.078,5.22,5.508,5.999,6.064,6.251,6.65,6.994,7.157,8.293,8.429,5.135,5.7,3.758,6.164,11.374
SN E0402P_1,GD,D,HV,No PTI,0,Margin on-site3,3/26/2022 0:10,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.302,2.98,3.078,0.0,3.319,3.421,3.938,4.22,4.3,4.358,4.721,5.076,5.219,5.507,5.999,6.062,6.262,6.647,6.994,7.155,8.293,8.427,5.133,5.7,3.757,6.162,11.373
SN E0402P_2,GD,D,HV,No PTI,0,Margin on-site3,3/26/2022 1:11,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.156,2.302,2.98,3.077,0.0,3.318,3.42,3.937,4.22,4.299,4.355,4.723,5.076,5.22,5.508,5.999,6.062,6.261,6.649,6.993,7.155,8.295,8.429,5.134,5.7,3.756,6.16,11.372
SN E0402P_3,GD,D,HV,No PTI,0,Margin on-site3,3/26/2022 1:18,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.157,2.302,2.981,3.079,0.0,3.318,3.418,3.936,4.22,4.299,4.355,4.722,5.076,5.219,5.508,5.999,6.062,6.26,6.65,6.993,7.155,8.294,8.427,5.134,5.7,3.757,6.161,11.371
SN E0402P_4,GD,D,HV,No PTI,0,Margin on-site3,3/26/2022 1:25,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.303,2.981,3.079,0.0,3.318,3.419,3.937,4.22,4.299,4.358,4.722,5.076,5.22,5.508,6.0,6.062,6.26,6.65,6.994,7.154,8.294,8.428,5.134,5.7,3.756,6.161,11.372
SN E0402P_5,GD,D,HV,No PTI,0,Margin on-site3,3/26/2022 1:37,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.156,2.303,2.979,3.078,0.0,3.318,3.419,3.936,4.22,4.299,4.357,4.722,5.076,5.219,5.508,5.999,6.062,6.26,6.652,6.994,7.155,8.294,8.426,5.133,5.699,3.757,6.162,11.373
SN E0402P,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 21:32,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.158,2.304,2.979,3.079,0.0,3.32,3.42,3.922,4.22,4.301,4.359,4.722,5.079,5.221,5.508,6.0,6.065,6.254,6.652,6.996,7.158,8.297,8.429,5.136,5.701,3.758,6.164,11.374
SN E0402P,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 22:03,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.16,2.305,2.977,3.079,0.0,3.319,3.421,3.92,4.22,4.3,4.359,4.722,5.078,5.221,5.508,5.999,6.064,6.253,6.653,6.995,7.157,8.295,8.429,5.135,5.7,3.757,6.164,11.374
SN E0402P,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 21:27,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.159,2.305,2.979,3.079,0.0,3.32,3.421,3.921,4.22,4.3,4.359,4.722,5.078,5.22,5.507,5.999,6.064,6.256,6.651,6.994,7.157,8.296,8.428,5.135,5.7,3.757,6.163,11.373
SN E0402P,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 21:19,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.127,2.304,2.978,3.079,0.0,3.319,3.422,3.921,4.22,4.3,4.358,4.722,5.078,5.221,5.507,5.999,6.063,6.254,6.651,6.995,7.157,8.295,8.428,5.134,5.7,3.757,6.163,11.374
8645,GD,D,HV,No PTI,0,Margin on-site3,3/9/2022 5:04,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.145,2.301,0.0,3.078,3.132,3.318,3.422,3.916,4.219,4.3,4.359,4.722,5.076,0.0,5.508,5.999,6.062,6.255,6.649,6.997,7.158,8.292,8.431,5.134,5.699,3.758,6.163,11.37
8645,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 20:13,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.156,2.303,0.0,3.08,0.0,3.319,3.423,3.928,4.22,4.3,4.357,4.722,5.077,0.0,5.508,6.0,6.063,6.255,0.0,6.994,7.157,8.297,8.429,5.135,5.701,0.0,6.163,11.37
8645,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 5:09,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.3,0.0,3.076,3.136,3.317,3.421,3.922,4.219,4.298,4.356,4.719,5.073,0.0,5.507,5.998,6.061,6.252,6.652,6.994,7.154,8.292,8.426,5.134,5.699,3.757,6.163,11.373
8645,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 20:00,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.158,2.303,2.977,3.079,3.137,3.319,3.419,3.921,4.221,4.3,4.358,4.723,5.077,0.0,5.508,6.0,6.064,6.263,6.653,6.995,7.157,8.298,8.43,5.135,5.701,3.758,6.163,11.378
8645,GD,D,HV,No PTI,0,Margin on-site3,3/8/2022 21:58,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.157,2.3,0.0,3.077,3.133,3.319,3.421,3.916,4.219,4.3,4.358,4.723,5.076,0.0,5.507,5.998,6.062,6.255,6.649,6.998,7.157,8.294,8.43,5.134,5.699,3.759,6.164,11.377
8645,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 19:55,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.157,2.303,2.979,3.078,0.0,3.319,3.421,3.923,4.221,4.3,4.358,4.724,5.077,0.0,5.509,6.001,6.064,6.253,6.653,6.995,7.157,8.298,8.43,5.135,5.701,3.757,6.164,11.369
8645,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 20:06,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.303,0.0,3.079,0.0,3.318,3.419,3.922,4.22,4.3,4.357,0.0,5.076,0.0,5.508,6.0,6.063,6.256,0.0,6.995,7.156,8.296,8.429,5.134,5.701,3.755,6.163,11.367
8645,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 5:03,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.301,2.978,3.076,3.137,3.318,3.42,3.918,4.22,4.298,4.355,4.72,5.073,0.0,5.506,5.998,6.062,6.252,6.65,6.993,7.154,8.292,8.426,5.133,5.696,3.76,6.163,11.373
8645,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 18:44,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.155,2.302,0.0,3.074,0.0,3.318,3.422,3.923,4.219,4.298,4.357,4.721,5.075,0.0,5.507,5.999,6.063,6.255,6.651,6.995,7.155,8.294,8.428,5.134,5.698,0.0,6.162,11.371
8645,GD,D,HV,No PTI,0,Margin on-site3,3/8/2022 21:39,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.147,2.3,2.979,3.078,3.126,3.319,3.418,3.915,4.219,4.3,4.359,4.723,5.076,0.0,5.507,5.999,6.062,6.255,6.65,6.998,7.157,8.293,8.432,5.134,5.699,3.758,6.165,11.375
8645,GD,D,HV,No PTI,0,Margin on-site3,3/29/2022 4:58,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.153,2.302,0.0,3.062,3.074,3.318,3.42,3.919,4.219,4.299,4.357,4.72,5.074,0.0,5.507,5.998,6.062,6.252,6.652,6.992,7.154,8.293,8.426,5.134,5.698,3.756,6.162,11.37
8645,GD,D,HV,No PTI,0,Margin on-site3,3/30/2022 19:50,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.157,2.303,0.0,3.081,0.0,3.32,3.42,3.923,4.222,4.3,4.358,4.722,5.078,0.0,5.51,6.002,6.065,6.264,0.0,6.993,7.158,8.299,8.432,5.136,5.702,0.0,6.164,11.372
8645,GD,D,HV,No PTI,0,Margin on-site3,3/8/2022 6:07,2,2,2,2,0,0,,0,0,0,0,0,0,0,,2.148,2.3,0.0,3.076,0.0,3.317,3.42,3.914,4.219,4.301,4.357,4.723,5.076,0.0,5.507,5.999,6.063,6.255,6.649,6.997,7.157,8.293,8.431,5.134,5.699,3.759,6.165,11.378
