DB Index,Part Name,Batch Name,Log Date,Temp,PTI State,Comment,Ref,VIPR Code/Note,Part Class,Critical Defect,Dimensional,EC,Failure Type,LPI,Picked,SubGroup,Visual,intSite,Fail Reason,NDT_Comment,Tracker Result,MfgMonth,MfgYear (YY),Result,MTS,Bias,%Error,Freq 2,Freq 3,Freq 6,Freq 7,Freq 8,Freq 11,Freq 14,Freq 15,Freq 18,Freq 21,Freq 26,Freq 1,Amp 1,ZW 1,D2 1,Q 1,Freq 2,Amp 2,ZW 2,D2 2,Q 2,Freq 3,Amp 3,ZW 3,D2 3,Q 3,Freq 4,Amp 4,ZW 4,D2 4,Q 4,Freq 5,Amp 5,ZW 5,D2 5,Q 5,Freq 6,Amp 6,ZW 6,D2 6,Q 6,Freq 7,Amp 7,ZW 7,D2 7,Q 7,Freq 8,Amp 8,ZW 8,D2 8,Q 8,Freq 9,Amp 9,ZW 9,D2 9,Q 9,Freq 10,Amp 10,ZW 10,D2 10,Q 10,Freq 11,Amp 11,ZW 11,D2 11,Q 11,Freq 12,Amp 12,ZW 12,D2 12,Q 12,Freq 13,Amp 13,ZW 13,D2 13,Q 13,Freq 14,Amp 14,ZW 14,D2 14,Q 14,Freq 15,Amp 15,ZW 15,D2 15,Q 15,Freq 16,Amp 16,ZW 16,D2 16,Q 16,Freq 17,Amp 17,ZW 17,D2 17,Q 17,Freq 18,Amp 18,ZW 18,D2 18,Q 18,Freq 19,Amp 19,ZW 19,D2 19,Q 19,Freq 20,Amp 20,ZW 20,D2 20,Q 20,Freq 21,Amp 21,ZW 21,D2 21,Q 21,Freq 22,Amp 22,ZW 22,D2 22,Q 22,Freq 23,Amp 23,ZW 23,D2 23,Q 23,Freq 24,Amp 24,ZW 24,D2 24,Q 24,Freq 25,Amp 25,ZW 25,D2 25,Q 25,Freq 26,Amp 26,ZW 26,D2 26,Q 26,Freq 27,Amp 27,ZW 27,D2 27,Q 27,Freq 28,Amp 28,ZW 28,D2 28,Q 28,,,,,,,,,,,
160,Margin on site 8,000_000,9/23/2021 19:20,24,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/23/21 09:44,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.15,2.299,0,3.075,0,3.319,3.424,3.938,4.223,4.302,4.36,-0.413,0,0.21,1.688,-6.826,0.197,1.179,-0.921,0.039,-0.391,0,2.15,0.056,0.008,-56.034,0.285,2.299,0.031,0.01,-72.193,0.224,0,0,0,0,0,3.075,0.019,0.004,-14.094,0.739,0,0,0,0,0,3.319,0.014,0.008,-72.168,0.416,3.424,0.005,0.005,-41.343,0.707,3.938,0.012,0.01,-30.271,0.379,4.223,0.009,0.006,-118.589,0.653,4.302,0.084,0.008,-71.506,0.531,4.36,0.107,0.009,-52.712,0.511,4.727,0.045,0.008,-49.731,0.565,5.077,0.197,0.009,-74.441,0.592,5.224,0.052,0.009,-30.185,0.606,5.512,0.048,0.009,-73.253,0.634,6.002,0.011,0.008,-48.489,0.732,6.066,0.01,0.008,-68.457,0.761,6.26,0.045,0.008,-77.366,0.779,6.656,0.017,0.008,-18.25,0.881,7.002,0.021,0.01,-47.115,0.679,7.157,0.07,0.009,-47.627,0.806,8.292,0.011,0.015,-15.778,0.544,8.433,0.006,0.015,-19.027,0.579,5.138,0.018,0.005,-76.875,0.952,5.703,0.013,0.008,-94.647,0.722,0,0,0,0,0,6.169,0.021,0.011,-26.894,0.577,11.379,0.026,0.016,-16.685,0.73
161,Margin on site 10,000_000,9/24/2021 17:45,23.7,0,Passed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/24/21 08:11,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.296,0,3.078,0,3.319,3.423,3.938,4.221,4.3,4.357,-0.706,0,0.142,1.666,-6.862,0.024,1.055,-1.034,-0.071,-0.537,0,2.151,0.053,0.011,-60.975,0.195,2.296,0.024,0.011,-57.799,0.215,0,0,0,0,0,3.078,0.019,0.009,-14.898,0.349,0,0,0,0,0,3.319,0.013,0.007,-73.508,0.455,3.423,0.003,0.007,-21.063,0.497,3.938,0.012,0.011,-25.76,0.361,4.221,0.053,0.007,-137.868,0.621,4.3,0.059,0.008,-69.54,0.54,4.357,0.077,0.01,-40.671,0.444,4.725,0.03,0.007,-52.46,0.641,5.074,0.137,0.009,-60.708,0.596,5.222,0.046,0.011,-36.851,0.465,5.51,0.033,0.006,-42.24,0.876,6,0.008,0.01,-37.163,0.584,6.063,0.045,0.009,-58.988,0.681,6.257,0.031,0.009,-60.354,0.735,6.655,0.016,0.012,-17.482,0.541,6.999,0.018,0.01,-47.227,0.711,7.154,0.049,0.009,-41.972,0.837,8.288,0.008,0.014,-15.49,0.593,8.428,0.005,0.013,-14.17,0.634,5.136,0.018,0.005,-129.477,0.965,5.702,0.011,0.008,-80.539,0.705,0,0,0,0,0,6.166,0.026,0.009,-44.142,0.689,11.379,0.017,0.015,-19.173,0.769
162,Margin on site 11,000_000,9/27/2021 16:38,23.9,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 07:05,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.152,2.298,0,3.079,0,3.318,3.424,3.938,4.22,4.3,4.358,-0.52,0,0.107,1.689,-6.841,0.087,1.127,-0.975,-0.027,-0.49,0,2.152,0.056,0.009,-54.505,0.235,2.298,0.029,0.009,-71.195,0.259,0,0,0,0,0,3.079,0.02,0.013,-10.974,0.233,0,0,0,0,0,3.318,0.015,0.007,-73.687,0.452,3.424,0.004,0.011,-19.484,0.305,3.938,0.013,0.013,-21.815,0.3,4.22,0.061,0.007,-146.914,0.647,4.3,0.069,0.009,-67.435,0.499,4.358,0.092,0.009,-45.16,0.472,4.725,0.037,0.008,-45.7,0.574,5.076,0.165,0.009,-59.267,0.54,5.223,0.043,0.009,-28.913,0.594,5.511,0.041,0.008,-62.527,0.669,6.002,0.009,0.01,-35.623,0.621,6.065,0.053,0.009,-56.442,0.692,6.258,0.036,0.009,-60.213,0.73,6.656,0.018,0.013,-17.931,0.521,7.001,0.021,0.01,-44.133,0.687,7.155,0.057,0.009,-40.055,0.797,8.292,0.01,0.017,-15.63,0.498,8.427,0.006,0.016,-13.446,0.526,5.136,0.018,0.006,-81.041,0.93,5.702,0.012,0.009,-77.248,0.639,0,0,0,0,0,6.167,0.026,0.008,-44.786,0.76,11.377,0.017,0.015,-15.872,0.762
163,Margin on site 12,000_000,9/27/2021 16:43,24,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 07:10,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.149,2.299,2.982,3.079,0,3.318,3.424,3.938,4.222,4.301,4.359,-0.475,-3.383,0.073,1.707,-6.822,0.139,1.127,-1.002,-0.006,-0.49,0,2.149,0.049,0.01,-48.181,0.209,2.299,0.03,0.009,-67.744,0.269,2.982,0.005,0.002,-13.048,1.973,3.079,0.018,0.012,-11.466,0.254,0,0,0,0,0,3.318,0.014,0.007,-73.312,0.457,3.424,0.035,0.014,-17.567,0.245,3.938,0.011,0.012,-22.829,0.317,4.222,0.061,0.007,-144.964,0.635,4.301,0.08,0.008,-73.358,0.515,4.359,0.099,0.01,-39.232,0.446,4.726,0.043,0.009,-52.688,0.55,5.077,0.183,0.009,-64.264,0.562,5.223,0.041,0.011,-16.953,0.484,5.51,0.047,0.009,-65.264,0.612,6.001,0.009,0.011,-36.547,0.57,6.065,0.008,0.009,-43.494,0.674,6.259,0.038,0.009,-60.699,0.729,6.656,0.017,0.013,-10.336,0.515,7,0.02,0.011,-45.184,0.663,7.155,0.058,0.009,-37.235,0.763,8.29,0.01,0.016,-14.766,0.503,8.43,0.006,0.015,-15.591,0.562,5.136,0.017,0.005,-68.496,0.972,5.702,0.011,0.009,-73.528,0.637,0,0,0,0,0,6.166,0.024,0.008,-39.353,0.762,11.377,0.023,0.017,-13.41,0.651
164,Margin on site 13,000_000,9/27/2021 16:47,24,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 07:14,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.152,2.297,0,3.079,0,3.318,3.424,3.938,4.222,4.3,4.358,-0.644,0,0.073,1.727,-6.841,0.087,1.127,-0.975,-0.049,-0.515,0,2.152,0.057,0.009,-58.863,0.227,2.297,0.026,0.009,-65.066,0.265,0,0,0,0,0,3.079,0.02,0.01,-13.433,0.315,0,0,0,0,0,3.318,0.014,0.007,-76.893,0.504,3.424,0.004,0.007,-24.349,0.511,3.938,0.013,0.01,-26.527,0.386,4.222,0.058,0.007,-149.335,0.644,4.3,0.058,0.008,-63.696,0.516,4.358,0.079,0.009,-44.099,0.47,4.725,0.031,0.008,-45.035,0.61,5.075,0.142,0.009,-65.754,0.566,5.223,0.046,0.011,-27.502,0.461,5.511,0.037,0.007,-58.755,0.75,6.001,0.009,0.01,-38.654,0.629,6.064,0.048,0.009,-64.189,0.711,6.258,0.034,0.008,-63.841,0.759,6.655,0.018,0.014,-16.464,0.485,7,0.02,0.01,-48.353,0.703,7.155,0.053,0.008,-44.389,0.85,8.291,0.009,0.016,-15.755,0.514,8.43,0.005,0.015,-14.13,0.57,5.137,0.019,0.006,-122.072,0.93,5.703,0.012,0.008,-86.608,0.674,0,0,0,0,0,6.167,0.029,0.009,-44.379,0.688,11.379,0.011,0.014,-17.583,0.799
165,Margin on site 14,000_000,9/27/2021 16:52,23.9,0,Passed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 07:19,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.297,0,3.079,0,3.318,3.422,3.932,4.22,4.3,4.358,-0.644,0,0.073,1.585,-7.154,0.041,1.099,-1.007,-0.047,-0.49,0.069,2.151,0.054,0.013,-48.28,0.165,2.297,0.028,0.009,-72.313,0.261,0,0,0,0,0,3.079,0.019,0.011,-14.463,0.276,0,0,0,0,0,3.318,0.014,0.007,-75.615,0.443,3.422,0.004,0.012,-16.438,0.282,3.932,0.011,0.014,-16.859,0.277,4.22,0.06,0.007,-151.75,0.643,4.3,0.072,0.008,-75.391,0.537,4.358,0.088,0.009,-43.548,0.469,4.725,0.038,0.007,-60.469,0.666,5.076,0.166,0.009,-70.334,0.576,5.223,0.044,0.011,-29.271,0.477,5.51,0.041,0.008,-69.323,0.651,6.001,0.009,0.008,-39.103,0.719,6.064,0.008,0.009,-50.841,0.699,6.258,0.037,0.008,-66.943,0.75,6.656,0.017,0.014,-15.707,0.492,7,0.02,0.01,-47.834,0.689,7.155,0.06,0.009,-42.781,0.79,8.291,0.01,0.017,-16.537,0.499,8.43,0.007,0.011,-21.29,0.8,5.137,0.018,0.005,-106.397,0.991,5.702,0.012,0.008,-87.612,0.678,3.758,0.001,0.002,-34.081,1.813,6.167,0.026,0.009,-46.634,0.725,11.376,0.017,0.014,-17.396,0.839
166,Margin on site 15,000_000,9/27/2021 18:17,25.5,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 08:44,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.15,2.299,2.984,3.081,0,3.321,3.425,3.934,4.222,4.302,4.359,-0.429,-3.231,0.382,1.749,-7.03,0.139,1.201,-0.941,0.061,-0.365,0,2.15,0.053,0.011,-35.3,0.194,2.299,0.029,0.009,-75.327,0.244,2.984,0.005,0.005,-31.125,0.569,3.081,0.019,0.012,-17.362,0.267,0,0,0,0,0,3.321,0.013,0.007,-72.669,0.461,3.425,0.03,0.015,-20.264,0.225,3.934,0.011,0.014,-19.818,0.283,4.222,0.06,0.007,-145.031,0.637,4.302,0.075,0.008,-83.938,0.565,4.359,0.09,0.009,-42.796,0.464,4.726,0.037,0.008,-48.512,0.576,5.077,0.168,0.008,-69.073,0.633,5.225,0.047,0.01,-32.009,0.519,5.511,0.042,0.008,-64.854,0.654,6.002,0.01,0.008,-40.023,0.763,6.065,0.008,0.01,-52.942,0.585,6.26,0.041,0.008,-72.434,0.749,6.657,0.018,0.014,-15.221,0.481,7.003,0.022,0.01,-48.532,0.7,7.158,0.062,0.009,-42.683,0.795,8.294,0.01,0.016,-14.927,0.516,8.434,0.007,0.015,-15.712,0.578,5.138,0.018,0.006,-89.553,0.934,0,0,0,0,0,0,0,0,0,0,6.169,0.021,0.011,-25.846,0.539,11.383,0.015,0.014,-17.56,0.82
167,Margin on site 16,000_000,9/27/2021 18:22,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 08:49,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.149,2.298,2.981,3.079,0,3.319,3.423,3.934,4.222,4.301,4.359,-0.537,-3.488,0.176,1.666,-7.066,0.116,1.148,-1.002,0.037,-0.416,0.569,2.149,0.049,0.013,-53.387,0.165,2.298,0.027,0.01,-72.159,0.239,2.981,0.005,0.003,-25.068,1.071,3.079,0.017,0.019,-14.076,0.166,0,0,0,0,0,3.319,0.012,0.007,-66.971,0.463,3.423,0.028,0.013,-22.364,0.256,3.934,0.01,0.011,-15.949,0.36,4.222,0.056,0.007,-143.572,0.628,4.301,0.072,0.008,-87.01,0.56,4.359,0.085,0.009,-42.371,0.46,4.725,0.035,0.01,-36.368,0.492,5.076,0.163,0.008,-66.401,0.62,5.224,0.042,0.01,-28.467,0.526,5.51,0.041,0.008,-73.37,0.681,6,0.009,0.01,-42.271,0.627,6.064,0.056,0.009,-62.446,0.707,6.26,0.038,0.008,-70.222,0.756,6.658,0.017,0.012,-15.443,0.548,7.001,0.02,0.01,-46.339,0.682,7.157,0.059,0.009,-40.732,0.777,8.291,0.01,0.016,-15.072,0.528,8.431,0.006,0.015,-15.864,0.574,5.137,0.017,0.006,-81.374,0.933,5.703,0.012,0.009,-86.133,0.663,3.763,0.009,0.009,-18.844,0.404,6.169,0.021,0.01,-30.639,0.609,11.379,0.021,0.015,-16.503,0.768
168,Margin on site 19,000_000,9/27/2021 22:25,25.1,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 12:51,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.297,2.985,3.079,0,3.318,3.424,3.933,4.222,4.301,4.359,-0.661,-3.18,0.107,1.708,-7.089,0.105,1.127,-1,0.015,-0.489,0.628,2.151,0.051,0.012,-38.869,0.181,2.297,0.026,0.01,-61.919,0.227,2.985,0.005,0.003,-20.484,0.982,3.079,0.019,0.014,-16.173,0.223,0,0,0,0,0,3.318,0.013,0.007,-72.176,0.443,3.424,0.024,0.016,-18.626,0.212,3.933,0.011,0.015,-19.983,0.266,4.222,0.056,0.006,-147.602,0.657,4.301,0.06,0.008,-65.612,0.553,4.359,0.078,0.009,-43.652,0.468,4.725,0.031,0.008,-38.337,0.56,5.075,0.144,0.008,-64.846,0.623,5.223,0.046,0.011,-30.929,0.477,5.51,0.036,0.007,-47.851,0.827,6.002,0.008,0.009,-36.093,0.639,6.065,0.047,0.009,-56.77,0.689,6.259,0.034,0.009,-61.248,0.724,6.656,0.018,0.013,-17.106,0.51,7.001,0.02,0.011,-43.854,0.664,7.155,0.052,0.009,-37.368,0.804,8.293,0.01,0.015,-16.999,0.566,8.431,0.006,0.015,-14.168,0.559,5.137,0.019,0.005,-109.998,0.945,5.702,0.012,0.008,-79.874,0.672,3.763,0.009,0.011,-19.694,0.358,6.167,0.027,0.009,-44.123,0.701,11.381,0.011,0.015,-18.469,0.769
169,Margin on site 20,000_000,9/27/2021 22:29,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 12:56,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.298,0,3.078,0,3.319,3.423,3.935,4.221,4.301,4.359,-0.537,0,0.142,1.647,-7.01,0.105,1.127,-1.002,-0.027,-0.513,0,2.151,0.048,0.009,-47.487,0.23,2.298,0.024,0.01,-75.757,0.238,0,0,0,0,0,3.078,0.018,0.007,-12.096,0.42,0,0,0,0,0,3.319,0.013,0.007,-81.663,0.466,3.423,0.003,0.006,-22.219,0.62,3.935,0.01,0.007,-19.762,0.55,4.221,0.053,0.007,-140.736,0.634,4.301,0.058,0.008,-66.203,0.537,4.359,0.077,0.009,-43.177,0.466,4.725,0.03,0.008,-38.518,0.579,5.075,0.138,0.009,-60.813,0.575,5.223,0.041,0.01,-28.207,0.534,5.51,0.034,0.006,-42.039,0.855,6,0.007,0.011,-30.098,0.547,6.064,0.043,0.009,-50.152,0.65,6.258,0.031,0.008,-54.688,0.776,6.656,0.017,0.012,-16.382,0.533,7,0.02,0.011,-39.541,0.62,7.155,0.048,0.009,-33.541,0.787,8.291,0.01,0.014,-16.902,0.588,8.429,0.006,0.016,-13.139,0.514,5.136,0.018,0.005,-105.001,1.004,5.702,0.011,0.009,-67.406,0.615,0,0,0,0,0,6.166,0.025,0.009,-40.354,0.699,11.378,0.014,0.014,-16.452,0.824
170,Margin on site 21,000_000,9/27/2021 22:34,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:01,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.3,2.983,3.076,0,3.318,3.423,3.933,4.221,4.302,4.36,-0.368,-3.33,0.107,1.667,-7.096,0.185,1.096,-1.007,-0.006,-0.466,0,2.151,0.046,0.01,-61.986,0.219,2.3,0.03,0.009,-67.692,0.247,2.983,0.005,0.002,-20.967,1.57,3.076,0.016,0.006,-15.386,0.476,0,0,0,0,0,3.318,0.012,0.008,-74.827,0.423,3.423,0.038,0.016,-17.171,0.218,3.933,0.009,0.011,-19.632,0.365,4.221,0.06,0.007,-148.927,0.643,4.302,0.09,0.008,-78.697,0.548,4.36,0.106,0.01,-42.624,0.459,4.725,0.048,0.009,-41.702,0.531,5.077,0.194,0.008,-67.609,0.6,5.223,0.031,0.011,-12.398,0.472,5.51,0.053,0.008,-64.914,0.651,5.999,0.009,0.008,-29.19,0.796,6.064,0.008,0.009,-43.36,0.664,6.259,0.041,0.009,-62.729,0.723,6.656,0.017,0.012,-13.814,0.552,7,0.019,0.011,-38.963,0.629,7.156,0.058,0.01,-31.842,0.703,8.29,0.01,0.015,-14.201,0.537,8.429,0.006,0.014,-14.532,0.617,5.136,0.016,0.005,-46.501,0.973,5.702,0.011,0.009,-69.505,0.647,0,0,0,0,0,6.166,0.019,0.01,-22.9,0.627,11.373,0.028,0.02,-9.422,0.582
171,Margin on site 22,000_000,9/27/2021 22:38,25,0,Passed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:05,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.15,2.298,0,3.078,0,3.319,3.426,3.933,4.222,4.301,4.358,-0.537,0,0.176,1.81,-7.085,0.087,1.077,-1.029,-0.027,-0.515,0.483,2.15,0.05,0.013,-38.269,0.162,2.298,0.024,0.009,-67.617,0.246,0,0,0,0,0,3.078,0.019,0.005,-19.34,0.661,0,0,0,0,0,3.319,0.013,0.007,-76.634,0.462,3.426,0.003,0.002,-22.237,2.185,3.933,0.011,0.015,-21.482,0.266,4.222,0.055,0.006,-146.59,0.654,4.301,0.056,0.008,-62.459,0.549,4.358,0.075,0.009,-39.862,0.467,4.724,0.029,0.008,-37.853,0.574,5.074,0.135,0.008,-65.111,0.597,5.222,0.043,0.011,-29.55,0.493,5.51,0.035,0.007,-54.524,0.754,6,0.008,0.011,-33.678,0.556,6.063,0.042,0.009,-52.695,0.667,6.258,0.03,0.009,-55.588,0.705,6.656,0.017,0.014,-15.583,0.47,7,0.019,0.011,-42.848,0.644,7.155,0.047,0.009,-34.906,0.796,8.291,0.01,0.015,-17.384,0.566,8.429,0.005,0.015,-13.524,0.578,5.136,0.018,0.005,-114.948,0.941,5.702,0.011,0.008,-70.923,0.681,3.762,0.008,0.013,-16.639,0.294,6.167,0.026,0.009,-39.916,0.662,11.38,0.013,0.014,-17.181,0.786
172,Margin on site 23,000_000,9/27/2021 22:42,25,0,Passed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:09,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.151,2.297,0,3.079,0,3.319,3.42,3.932,4.221,4.301,4.359,-0.599,0,0.142,1.485,-7.175,0.105,1.077,-1.061,-0.05,-0.489,0.395,2.151,0.049,0.01,-47.881,0.216,2.297,0.025,0.01,-73.016,0.233,0,0,0,0,0,3.079,0.018,0.005,-15.078,0.606,0,0,0,0,0,3.319,0.013,0.007,-70.576,0.448,3.42,0.003,0.008,-21.255,0.416,3.932,0.01,0.012,-17.821,0.32,4.221,0.055,0.007,-149.167,0.647,4.301,0.062,0.008,-64.698,0.539,4.359,0.079,0.01,-40.298,0.442,4.724,0.032,0.008,-37.917,0.569,5.075,0.146,0.009,-64.714,0.58,5.222,0.04,0.011,-24.047,0.496,5.509,0.035,0.008,-50.329,0.664,6,0.008,0.009,-34.639,0.633,6.063,0.046,0.009,-54.054,0.676,6.258,0.032,0.009,-56.137,0.708,6.655,0.017,0.014,-14.49,0.459,7,0.019,0.01,-43.69,0.669,7.155,0.05,0.009,-35.837,0.78,8.291,0.01,0.014,-17.513,0.576,8.429,0.006,0.016,-13.658,0.531,5.136,0.017,0.005,-101.509,0.944,5.702,0.011,0.009,-72.79,0.639,3.761,0.001,0.003,-23.215,1.378,6.166,0.025,0.009,-42.185,0.72,11.378,0.017,0.015,-15.612,0.745
173,Margin on site 24,000_000,9/27/2021 22:47,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:14,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.152,2.296,2.982,3.079,0,3.318,3.424,3.934,4.221,4.3,4.358,-0.706,-3.392,0.073,1.711,-7.066,0.041,1.099,-1.034,-0.05,-0.513,0,2.152,0.049,0.012,-35.827,0.176,2.296,0.025,0.009,-68.467,0.242,2.982,0.005,0.003,-17.047,1.147,3.079,0.019,0.009,-11.632,0.328,0,0,0,0,0,3.318,0.014,0.007,-75.789,0.456,3.424,0.024,0.015,-17.886,0.231,3.934,0.011,0.014,-18.356,0.286,4.221,0.053,0.007,-137.147,0.625,4.3,0.057,0.008,-67.689,0.533,4.358,0.075,0.009,-41.765,0.459,4.724,0.004,0.006,-30.49,0.84,5.074,0.135,0.008,-65.981,0.617,5.223,0.041,0.011,-24.795,0.484,5.51,0.033,0.007,-52.653,0.812,6,0.008,0.01,-32.149,0.578,6.063,0.043,0.009,-53.315,0.673,6.258,0.03,0.009,-54.617,0.702,6.655,0.017,0.015,-14.532,0.453,7,0.019,0.01,-43.275,0.677,7.155,0.047,0.009,-35.978,0.796,8.289,0.009,0.015,-16.996,0.564,8.429,0.005,0.016,-12.661,0.54,5.136,0.018,0.005,-115.469,0.953,5.702,0.011,0.008,-70.932,0.675,0,0,0,0,0,6.166,0.025,0.009,-40.433,0.681,11.378,0.013,0.014,-16.494,0.799
174,Margin on site 25,000_000,9/27/2021 22:51,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:18,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.149,2.298,2.986,3.08,0,3.318,3.423,3.932,4.221,4.301,4.359,-0.537,-3.024,0.073,1.667,-7.173,0.128,1.077,-1.061,-0.027,-0.466,0.588,2.149,0.048,0.01,-44.518,0.205,2.298,0.028,0.009,-74.435,0.247,2.986,0.005,0.003,-13.831,1.15,3.08,0.017,0.018,-11.067,0.175,0,0,0,0,0,3.318,0.012,0.008,-66.097,0.419,3.423,0.03,0.015,-17.647,0.234,3.932,0.01,0.014,-17.045,0.28,4.221,0.058,0.007,-144.659,0.628,4.301,0.074,0.008,-79.23,0.539,4.359,0.09,0.009,-46.594,0.484,4.724,0.038,0.01,-40.695,0.45,5.075,0.168,0.008,-66.57,0.613,5.222,0.041,0.01,-25.76,0.522,5.509,0.043,0.008,-69.422,0.653,6,0.009,0.009,-36.738,0.651,6.063,0.056,0.009,-60.398,0.696,6.258,0.037,0.008,-65.152,0.742,6.656,0.017,0.011,-15.671,0.617,7,0.02,0.01,-43.931,0.669,7.156,0.058,0.009,-38.354,0.763,8.29,0.011,0.015,-16.633,0.565,8.431,0.006,0.014,-15.228,0.605,5.136,0.017,0.005,-80.166,0.951,5.702,0.012,0.009,-82.388,0.613,3.763,0.009,0.012,-16.944,0.317,6.167,0.024,0.008,-42.035,0.749,11.377,0.022,0.016,-14.691,0.734
175,Margin on site 26,000_000,9/27/2021 22:55,25,0,Failed Sort COL1-001 OB 10-1631_PIK_SORT rev10  09/27/21 13:22,FALSE,,GD,,Not Done,Not Done,,Not Done,Not Done,,Not Done,100_LVL (old),,,,0,0,Fail,0,0,,2.149,2.297,2.983,3.078,0,3.319,3.425,3.932,4.221,4.301,4.358,-0.661,-3.302,0.176,1.729,-7.153,0.082,1.077,-1.038,-0.049,-0.516,0.381,2.149,0.047,0.01,-49.484,0.221,2.297,0.026,0.01,-69.434,0.231,2.983,0.005,0.002,-13.107,1.222,3.078,0.017,0.014,-14.656,0.213,0,0,0,0,0,3.319,0.012,0.008,-65.134,0.425,3.425,0.027,0.015,-19.506,0.232,3.932,0.009,0.012,-22.084,0.324,4.221,0.055,0.007,-145.926,0.644,4.301,0.066,0.008,-71.519,0.559,4.358,0.081,0.009,-41.81,0.471,4.724,0.034,0.008,-41.94,0.583,5.075,0.155,0.008,-69.47,0.608,5.222,0.039,0.009,-26.761,0.561,5.51,0.039,0.008,-67.055,0.656,6,0.008,0.01,-37.402,0.632,6.063,0.049,0.009,-54.035,0.673,6.258,0.034,0.009,-59.309,0.715,6.655,0.016,0.013,-15.456,0.501,7,0.019,0.011,-40.76,0.644,7.155,0.053,0.009,-36.94,0.776,8.29,0.01,0.015,-16.819,0.547,8.429,0.006,0.015,-14.16,0.577,5.136,0.016,0.005,-100.578,0.986,5.702,0.011,0.009,-75.625,0.656,3.761,0.001,0.003,-18.101,1.41,6.166,0.023,0.008,-42.468,0.73,11.377,0.021,0.016,-15.382,0.707
